country,year,emissions,kyoto_annexb,kyoto_adopted_year,continent,lifeExp,pop,gdpPercap
Libya,1990,36800,0,0,NA,NA,NA,NA
Libya,1991,42900,0,0,NA,NA,NA,NA
Libya,1992,37300,0,0,Africa,68.755,4364501,9640.138501
Libya,1993,38900,0,0,NA,NA,NA,NA
Libya,1994,44100,0,0,NA,NA,NA,NA
Libya,1995,46000,0,0,NA,NA,NA,NA
Libya,1996,44200,0,0,NA,NA,NA,NA
Libya,1997,45000,0,1,Africa,71.555,4759670,9467.446056
Libya,1998,45500,0,1,NA,NA,NA,NA
Libya,1999,44600,0,1,NA,NA,NA,NA
Libya,2000,47100,0,1,NA,NA,NA,NA
Libya,2001,48100,0,1,NA,NA,NA,NA
Libya,2002,47800,0,1,Africa,72.737,5368585,9534.677467
Libya,2003,49200,0,1,NA,NA,NA,NA
Libya,2004,50400,0,1,NA,NA,NA,NA
Libya,2005,52100,0,1,NA,NA,NA,NA
Libya,2006,53300,0,1,NA,NA,NA,NA
Libya,2007,50000,0,1,Africa,73.952,6036914,12057.49928
Libya,2008,56000,0,1,NA,NA,NA,NA
Libya,2009,58000,0,1,NA,NA,NA,NA
Libya,2010,62000,0,1,NA,NA,NA,NA
Libya,2011,39700,0,1,NA,NA,NA,NA
Liechtenstein,1986,NA,1,0,NA,NA,NA,NA
Liechtenstein,1987,NA,1,0,NA,NA,NA,NA
Liechtenstein,1988,NA,1,0,NA,NA,NA,NA
Liechtenstein,1989,NA,1,0,NA,NA,NA,NA
Liechtenstein,1990,NA,1,0,NA,NA,NA,NA
Liechtenstein,1991,NA,1,0,NA,NA,NA,NA
Liechtenstein,1992,NA,1,0,NA,NA,NA,NA
Liechtenstein,1993,NA,1,0,NA,NA,NA,NA
Liechtenstein,1994,NA,1,0,NA,NA,NA,NA
Liechtenstein,1995,NA,1,0,NA,NA,NA,NA
Liechtenstein,1996,NA,1,0,NA,NA,NA,NA
Liechtenstein,1997,NA,1,1,NA,NA,NA,NA
Liechtenstein,1998,NA,1,1,NA,NA,NA,NA
Liechtenstein,1999,NA,1,1,NA,NA,NA,NA
Liechtenstein,2000,NA,1,1,NA,NA,NA,NA
Liechtenstein,2001,NA,1,1,NA,NA,NA,NA
Liechtenstein,2002,NA,1,1,NA,NA,NA,NA
Liechtenstein,2003,NA,1,1,NA,NA,NA,NA
Liechtenstein,2004,NA,1,1,NA,NA,NA,NA
Liechtenstein,2005,NA,1,1,NA,NA,NA,NA
Liechtenstein,2006,NA,1,1,NA,NA,NA,NA
Liechtenstein,2007,62.3,1,1,NA,NA,NA,NA
Liechtenstein,2008,62.3,1,1,NA,NA,NA,NA
Liechtenstein,2009,51.3,1,1,NA,NA,NA,NA
Liechtenstein,2010,55,1,1,NA,NA,NA,NA
Liechtenstein,2011,47.7,1,1,NA,NA,NA,NA
Lithuania,1986,25600,1,0,NA,NA,NA,NA
Lithuania,1987,26700,1,0,NA,NA,NA,NA
Lithuania,1988,27400,1,0,NA,NA,NA,NA
Lithuania,1989,26800,1,0,NA,NA,NA,NA
Lithuania,1990,25200,1,0,NA,NA,NA,NA
Lithuania,1991,24200,1,0,NA,NA,NA,NA
Lithuania,1992,22100,1,0,NA,NA,NA,NA
Lithuania,1993,17500,1,0,NA,NA,NA,NA
Lithuania,1994,17400,1,0,NA,NA,NA,NA
Lithuania,1995,16200,1,0,NA,NA,NA,NA
Lithuania,1996,15700,1,0,NA,NA,NA,NA
Lithuania,1997,15300,1,1,NA,NA,NA,NA
Lithuania,1998,16200,1,1,NA,NA,NA,NA
Lithuania,1999,13700,1,1,NA,NA,NA,NA
Lithuania,2000,12200,1,1,NA,NA,NA,NA
Lithuania,2001,12900,1,1,NA,NA,NA,NA
Lithuania,2002,13100,1,1,NA,NA,NA,NA
Lithuania,2003,12800,1,1,NA,NA,NA,NA
Lithuania,2004,13200,1,1,NA,NA,NA,NA
Lithuania,2005,13900,1,1,NA,NA,NA,NA
Lithuania,2006,14200,1,1,NA,NA,NA,NA
Lithuania,2007,15200,1,1,NA,NA,NA,NA
Lithuania,2008,15000,1,1,NA,NA,NA,NA
Lithuania,2009,12500,1,1,NA,NA,NA,NA
Lithuania,2010,13500,1,1,NA,NA,NA,NA
Lithuania,2011,13800,1,1,NA,NA,NA,NA
Luxembourg,1986,9010,1,0,NA,NA,NA,NA
Luxembourg,1987,8670,1,0,NA,NA,NA,NA
Luxembourg,1988,8930,1,0,NA,NA,NA,NA
Luxembourg,1989,9660,1,0,NA,NA,NA,NA
Luxembourg,1990,10000,1,0,NA,NA,NA,NA
Luxembourg,1991,10600,1,0,NA,NA,NA,NA
Luxembourg,1992,10600,1,0,NA,NA,NA,NA
Luxembourg,1993,10800,1,0,NA,NA,NA,NA
Luxembourg,1994,10200,1,0,NA,NA,NA,NA
Luxembourg,1995,8320,1,0,NA,NA,NA,NA
Luxembourg,1996,8440,1,0,NA,NA,NA,NA
Luxembourg,1997,7940,1,1,NA,NA,NA,NA
Luxembourg,1998,7360,1,1,NA,NA,NA,NA
Luxembourg,1999,7690,1,1,NA,NA,NA,NA
Luxembourg,2000,8240,1,1,NA,NA,NA,NA
Luxembourg,2001,8800,1,1,NA,NA,NA,NA
Luxembourg,2002,9420,1,1,NA,NA,NA,NA
Luxembourg,2003,9900,1,1,NA,NA,NA,NA
Luxembourg,2004,11300,1,1,NA,NA,NA,NA
Luxembourg,2005,11500,1,1,NA,NA,NA,NA
Luxembourg,2006,11300,1,1,NA,NA,NA,NA
Luxembourg,2007,11000,1,1,NA,NA,NA,NA
Luxembourg,2008,10900,1,1,NA,NA,NA,NA
Luxembourg,2009,10400,1,1,NA,NA,NA,NA
Luxembourg,2010,11000,1,1,NA,NA,NA,NA
Luxembourg,2011,10900,1,1,NA,NA,NA,NA
Madagascar,1986,1140,0,0,NA,NA,NA,NA
Madagascar,1987,1290,0,0,Africa,49.35,10568642,1155.441948
Madagascar,1988,1290,0,0,NA,NA,NA,NA
Madagascar,1989,931,0,0,NA,NA,NA,NA
Madagascar,1990,950,0,0,NA,NA,NA,NA
Madagascar,1991,1030,0,0,NA,NA,NA,NA
Madagascar,1992,1000,0,0,Africa,52.214,12210395,1040.67619
Madagascar,1993,1030,0,0,NA,NA,NA,NA
Madagascar,1994,1270,0,0,NA,NA,NA,NA
Madagascar,1995,1270,0,0,NA,NA,NA,NA
Madagascar,1996,1360,0,0,NA,NA,NA,NA
Madagascar,1997,1650,0,1,Africa,54.978,14165114,986.2958956
Madagascar,1998,1740,0,1,NA,NA,NA,NA
Madagascar,1999,1920,0,1,NA,NA,NA,NA
Madagascar,2000,1870,0,1,NA,NA,NA,NA
Madagascar,2001,1740,0,1,NA,NA,NA,NA
Madagascar,2002,1240,0,1,Africa,57.286,16473477,894.6370822
Madagascar,2003,1700,0,1,NA,NA,NA,NA
Madagascar,2004,1810,0,1,NA,NA,NA,NA
Madagascar,2005,1740,0,1,NA,NA,NA,NA
Madagascar,2006,1680,0,1,NA,NA,NA,NA
Madagascar,2007,1820,0,1,Africa,59.443,19167654,1044.770126
Madagascar,2008,1890,0,1,NA,NA,NA,NA
Madagascar,2009,1770,0,1,NA,NA,NA,NA
Madagascar,2010,1960,0,1,NA,NA,NA,NA
Madagascar,2011,2340,0,1,NA,NA,NA,NA
Malawi,1986,554,0,0,NA,NA,NA,NA
Malawi,1987,546,0,0,Africa,47.457,7824747,635.5173634
Malawi,1988,543,0,0,NA,NA,NA,NA
Malawi,1989,565,0,0,NA,NA,NA,NA
Malawi,1990,748,0,0,NA,NA,NA,NA
Malawi,1991,796,0,0,NA,NA,NA,NA
Malawi,1992,796,0,0,Africa,49.42,10014249,563.2000145
Malawi,1993,891,0,0,NA,NA,NA,NA
Malawi,1994,917,0,0,NA,NA,NA,NA
Malawi,1995,920,0,0,NA,NA,NA,NA
Malawi,1996,913,0,0,NA,NA,NA,NA
Malawi,1997,964,0,1,Africa,47.495,10419991,692.2758103
Malawi,1998,935,0,1,NA,NA,NA,NA
Malawi,1999,942,0,1,NA,NA,NA,NA
Malawi,2000,869,0,1,NA,NA,NA,NA
Malawi,2001,865,0,1,NA,NA,NA,NA
Malawi,2002,851,0,1,Africa,45.009,11824495,665.4231186
Malawi,2003,917,0,1,NA,NA,NA,NA
Malawi,2004,931,0,1,NA,NA,NA,NA
Malawi,2005,876,0,1,NA,NA,NA,NA
Malawi,2006,913,0,1,NA,NA,NA,NA
Malawi,2007,887,0,1,Africa,48.303,13327079,759.3499101
Malawi,2008,1060,0,1,NA,NA,NA,NA
Malawi,2009,946,0,1,NA,NA,NA,NA
Malawi,2010,1140,0,1,NA,NA,NA,NA
Malawi,2011,1180,0,1,NA,NA,NA,NA
Malaysia,1986,40000,0,0,NA,NA,NA,NA
Malaysia,1987,40800,0,0,Asia,69.5,16331785,5249.802653
Malaysia,1988,42700,0,0,NA,NA,NA,NA
Malaysia,1989,49900,0,0,NA,NA,NA,NA
Malaysia,1990,56600,0,0,NA,NA,NA,NA
Malaysia,1991,68600,0,0,NA,NA,NA,NA
Malaysia,1992,75300,0,0,Asia,70.693,18319502,7277.912802
Malaysia,1993,91700,0,0,NA,NA,NA,NA
Malaysia,1994,94000,0,0,NA,NA,NA,NA
Malaysia,1995,121000,0,0,NA,NA,NA,NA
Malaysia,1996,125000,0,0,NA,NA,NA,NA
Malaysia,1997,125000,0,1,Asia,71.938,20476091,10132.90964
Malaysia,1998,114000,0,1,NA,NA,NA,NA
Malaysia,1999,108000,0,1,NA,NA,NA,NA
Malaysia,2000,126000,0,1,NA,NA,NA,NA
Malaysia,2001,136000,0,1,NA,NA,NA,NA
Malaysia,2002,134000,0,1,Asia,73.044,22662365,10206.97794
Malaysia,2003,158000,0,1,NA,NA,NA,NA
Malaysia,2004,164000,0,1,NA,NA,NA,NA
Malaysia,2005,174000,0,1,NA,NA,NA,NA
Malaysia,2006,168000,0,1,NA,NA,NA,NA
Malaysia,2007,185000,0,1,Asia,74.241,24821286,12451.6558
Malaysia,2008,204000,0,1,NA,NA,NA,NA
Malaysia,2009,199000,0,1,NA,NA,NA,NA
Malaysia,2010,218000,0,1,NA,NA,NA,NA
Malaysia,2011,220000,0,1,NA,NA,NA,NA
Maldives,1986,80.7,0,0,NA,NA,NA,NA
Maldives,1987,80.7,0,0,NA,NA,NA,NA
Maldives,1988,95.3,0,0,NA,NA,NA,NA
Maldives,1989,125,0,0,NA,NA,NA,NA
Maldives,1990,172,0,0,NA,NA,NA,NA
Maldives,1991,154,0,0,NA,NA,NA,NA
Maldives,1992,231,0,0,NA,NA,NA,NA
Maldives,1993,198,0,0,NA,NA,NA,NA
Maldives,1994,198,0,0,NA,NA,NA,NA
Maldives,1995,249,0,0,NA,NA,NA,NA
Maldives,1996,290,0,0,NA,NA,NA,NA
Maldives,1997,330,0,1,NA,NA,NA,NA
Maldives,1998,301,0,1,NA,NA,NA,NA
Maldives,1999,422,0,1,NA,NA,NA,NA
Maldives,2000,451,0,1,NA,NA,NA,NA
Maldives,2001,462,0,1,NA,NA,NA,NA
Maldives,2002,594,0,1,NA,NA,NA,NA
Maldives,2003,506,0,1,NA,NA,NA,NA
Maldives,2004,667,0,1,NA,NA,NA,NA
Maldives,2005,601,0,1,NA,NA,NA,NA
Maldives,2006,759,0,1,NA,NA,NA,NA
Maldives,2007,781,0,1,NA,NA,NA,NA
Maldives,2008,843,0,1,NA,NA,NA,NA
Maldives,2009,884,0,1,NA,NA,NA,NA
Maldives,2010,935,0,1,NA,NA,NA,NA
Maldives,2011,986,0,1,NA,NA,NA,NA
Mali,1986,381,0,0,NA,NA,NA,NA
Mali,1987,359,0,0,Africa,46.364,7634008,684.1715576
Mali,1988,385,0,0,NA,NA,NA,NA
Mali,1989,418,0,0,NA,NA,NA,NA
Mali,1990,422,0,0,NA,NA,NA,NA
Mali,1991,436,0,0,NA,NA,NA,NA
Mali,1992,444,0,0,Africa,48.388,8416215,739.014375
Mali,1993,455,0,0,NA,NA,NA,NA
Mali,1994,462,0,0,NA,NA,NA,NA
Mali,1995,469,0,0,NA,NA,NA,NA
Mali,1996,488,0,0,NA,NA,NA,NA
Mali,1997,524,0,1,Africa,49.903,9384984,790.2579846
Mali,1998,763,0,1,NA,NA,NA,NA
Mali,1999,796,0,1,NA,NA,NA,NA
Mali,2000,821,0,1,NA,NA,NA,NA
Mali,2001,829,0,1,NA,NA,NA,NA
Mali,2002,847,0,1,Africa,51.818,10580176,951.4097518
Mali,2003,843,0,1,NA,NA,NA,NA
Mali,2004,876,0,1,NA,NA,NA,NA
Mali,2005,898,0,1,NA,NA,NA,NA
Mali,2006,942,0,1,NA,NA,NA,NA
Mali,2007,1010,0,1,Africa,54.467,12031795,1042.581557
Mali,2008,1070,0,1,NA,NA,NA,NA
Mali,2009,807,0,1,NA,NA,NA,NA
Mali,2010,964,0,1,NA,NA,NA,NA
Mali,2011,1050,0,1,NA,NA,NA,NA
Malta,1986,1490,0,0,NA,NA,NA,NA
Malta,1987,1860,0,0,NA,NA,NA,NA
Malta,1988,2010,0,0,NA,NA,NA,NA
Malta,1989,2170,0,0,NA,NA,NA,NA
Malta,1990,2160,0,0,NA,NA,NA,NA
Malta,1991,2060,0,0,NA,NA,NA,NA
Malta,1992,2020,0,0,NA,NA,NA,NA
Malta,1993,2650,0,0,NA,NA,NA,NA
Malta,1994,2420,0,0,NA,NA,NA,NA
Malta,1995,2120,0,0,NA,NA,NA,NA
Malta,1996,2240,0,0,NA,NA,NA,NA
Malta,1997,2520,0,1,NA,NA,NA,NA
Malta,1998,2150,0,1,NA,NA,NA,NA
Malta,1999,2350,0,1,NA,NA,NA,NA
Malta,2000,2060,0,1,NA,NA,NA,NA
Malta,2001,2490,0,1,NA,NA,NA,NA
Malta,2002,2300,0,1,NA,NA,NA,NA
Malta,2003,2580,0,1,NA,NA,NA,NA
Malta,2004,2570,0,1,NA,NA,NA,NA
Malta,2005,2700,0,1,NA,NA,NA,NA
Malta,2006,2570,0,1,NA,NA,NA,NA
Malta,2007,2720,0,1,NA,NA,NA,NA
Malta,2008,2560,0,1,NA,NA,NA,NA
Malta,2009,2400,0,1,NA,NA,NA,NA
Malta,2010,2560,0,1,NA,NA,NA,NA
Malta,2011,2540,0,1,NA,NA,NA,NA
Marshall Islands,1986,NA,0,0,NA,NA,NA,NA
Marshall Islands,1987,NA,0,0,NA,NA,NA,NA
Marshall Islands,1988,NA,0,0,NA,NA,NA,NA
Marshall Islands,1989,NA,0,0,NA,NA,NA,NA
Marshall Islands,1990,NA,0,0,NA,NA,NA,NA
Marshall Islands,1991,NA,0,0,NA,NA,NA,NA
Marshall Islands,1992,55,0,0,NA,NA,NA,NA
Marshall Islands,1993,62.3,0,0,NA,NA,NA,NA
Marshall Islands,1994,66,0,0,NA,NA,NA,NA
Marshall Islands,1995,66,0,0,NA,NA,NA,NA
Marshall Islands,1996,66,0,0,NA,NA,NA,NA
Marshall Islands,1997,66,0,1,NA,NA,NA,NA
Marshall Islands,1998,69.7,0,1,NA,NA,NA,NA
Marshall Islands,1999,66,0,1,NA,NA,NA,NA
Marshall Islands,2000,77,0,1,NA,NA,NA,NA
Marshall Islands,2001,80.7,0,1,NA,NA,NA,NA
Marshall Islands,2002,84.3,0,1,NA,NA,NA,NA
Marshall Islands,2003,84.3,0,1,NA,NA,NA,NA
Marshall Islands,2004,88,0,1,NA,NA,NA,NA
Marshall Islands,2005,84.3,0,1,NA,NA,NA,NA
Marshall Islands,2006,91.7,0,1,NA,NA,NA,NA
Marshall Islands,2007,99,0,1,NA,NA,NA,NA
Marshall Islands,2008,99,0,1,NA,NA,NA,NA
Marshall Islands,2009,103,0,1,NA,NA,NA,NA
Marshall Islands,2010,103,0,1,NA,NA,NA,NA
Marshall Islands,2011,103,0,1,NA,NA,NA,NA
Mauritania,1986,374,0,0,NA,NA,NA,NA
Mauritania,1987,3290,0,0,Africa,56.145,1841240,1421.603576
Mauritania,1988,3230,0,0,NA,NA,NA,NA
Mauritania,1989,2850,0,0,NA,NA,NA,NA
Mauritania,1990,906,0,0,NA,NA,NA,NA
Mauritania,1991,920,0,0,NA,NA,NA,NA
Mauritania,1992,968,0,0,Africa,58.333,2119465,1361.369784
Mauritania,1993,983,0,0,NA,NA,NA,NA
Mauritania,1994,1140,0,0,NA,NA,NA,NA
Mauritania,1995,1070,0,0,NA,NA,NA,NA
Mauritania,1996,1110,0,0,NA,NA,NA,NA
Mauritania,1997,1120,0,1,Africa,60.43,2444741,1483.136136
Mauritania,1998,1120,0,1,NA,NA,NA,NA
Mauritania,1999,1150,0,1,NA,NA,NA,NA
Mauritania,2000,1170,0,1,NA,NA,NA,NA
Mauritania,2001,1270,0,1,NA,NA,NA,NA
Mauritania,2002,1350,0,1,Africa,62.247,2828858,1579.019543
Mauritania,2003,1390,0,1,NA,NA,NA,NA
Mauritania,2004,1540,0,1,NA,NA,NA,NA
Mauritania,2005,1590,0,1,NA,NA,NA,NA
Mauritania,2006,1610,0,1,NA,NA,NA,NA
Mauritania,2007,1840,0,1,Africa,64.164,3270065,1803.151496
Mauritania,2008,1940,0,1,NA,NA,NA,NA
Mauritania,2009,2120,0,1,NA,NA,NA,NA
Mauritania,2010,2240,0,1,NA,NA,NA,NA
Mauritania,2011,2390,0,1,NA,NA,NA,NA
Mauritius,1986,799,0,0,NA,NA,NA,NA
Mauritius,1987,931,0,0,Africa,68.74,1042663,4783.586903
Mauritius,1988,854,0,0,NA,NA,NA,NA
Mauritius,1989,1050,0,0,NA,NA,NA,NA
Mauritius,1990,1460,0,0,NA,NA,NA,NA
Mauritius,1991,1520,0,0,NA,NA,NA,NA
Mauritius,1992,1710,0,0,Africa,69.745,1096202,6058.253846
Mauritius,1993,1770,0,0,NA,NA,NA,NA
Mauritius,1994,1620,0,0,NA,NA,NA,NA
Mauritius,1995,1830,0,0,NA,NA,NA,NA
Mauritius,1996,1950,0,0,NA,NA,NA,NA
Mauritius,1997,2000,0,1,Africa,70.736,1149818,7425.705295
Mauritius,1998,2170,0,1,NA,NA,NA,NA
Mauritius,1999,2430,0,1,NA,NA,NA,NA
Mauritius,2000,2690,0,1,NA,NA,NA,NA
Mauritius,2001,2860,0,1,NA,NA,NA,NA
Mauritius,2002,2890,0,1,Africa,71.954,1200206,9021.815894
Mauritius,2003,3060,0,1,NA,NA,NA,NA
Mauritius,2004,3090,0,1,NA,NA,NA,NA
Mauritius,2005,3300,0,1,NA,NA,NA,NA
Mauritius,2006,3630,0,1,NA,NA,NA,NA
Mauritius,2007,3690,0,1,Africa,72.801,1250882,10956.99112
Mauritius,2008,3770,0,1,NA,NA,NA,NA
Mauritius,2009,3710,0,1,NA,NA,NA,NA
Mauritius,2010,3920,0,1,NA,NA,NA,NA
Mauritius,2011,3920,0,1,NA,NA,NA,NA
Mexico,1986,295000,0,0,NA,NA,NA,NA
Mexico,1987,307000,0,0,Americas,69.498,80122492,8688.156003
Mexico,1988,307000,0,0,NA,NA,NA,NA
Mexico,1989,362000,0,0,NA,NA,NA,NA
Mexico,1990,318000,0,0,NA,NA,NA,NA
Mexico,1991,332000,0,0,NA,NA,NA,NA
Mexico,1992,335000,0,0,Americas,71.455,88111030,9472.384295
Mexico,1993,339000,0,0,NA,NA,NA,NA
Mexico,1994,353000,0,0,NA,NA,NA,NA
Mexico,1995,333000,0,0,NA,NA,NA,NA
Mexico,1996,346000,0,0,NA,NA,NA,NA
Mexico,1997,370000,0,1,Americas,73.67,95895146,9767.29753
Mexico,1998,389000,0,1,NA,NA,NA,NA
Mexico,1999,392000,0,1,NA,NA,NA,NA
Mexico,2000,398000,0,1,NA,NA,NA,NA
Mexico,2001,413000,0,1,NA,NA,NA,NA
Mexico,2002,414000,0,1,Americas,74.902,102479927,10742.44053
Mexico,2003,440000,0,1,NA,NA,NA,NA
Mexico,2004,441000,0,1,NA,NA,NA,NA
Mexico,2005,466000,0,1,NA,NA,NA,NA
Mexico,2006,479000,0,1,NA,NA,NA,NA
Mexico,2007,481000,0,1,Americas,76.195,108700891,11977.57496
Mexico,2008,493000,0,1,NA,NA,NA,NA
Mexico,2009,476000,0,1,NA,NA,NA,NA
Mexico,2010,464000,0,1,NA,NA,NA,NA
Mexico,2011,484000,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1986,NA,0,0,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1987,NA,0,0,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1988,NA,0,0,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1989,NA,0,0,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1990,NA,0,0,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1991,NA,0,0,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1992,99,0,0,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1993,99,0,0,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1994,103,0,0,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1995,106,0,0,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1996,106,0,0,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1997,110,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1998,117,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",1999,110,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2000,125,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2001,169,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2002,143,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2003,143,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2004,143,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2005,121,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2006,121,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2007,139,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2008,117,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2009,161,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2010,114,0,1,NA,NA,NA,NA
"Micronesia, Fed. Sts.",2011,121,0,1,NA,NA,NA,NA
Moldova,1986,24200,0,0,NA,NA,NA,NA
Moldova,1987,25300,0,0,NA,NA,NA,NA
Moldova,1988,25900,0,0,NA,NA,NA,NA
Moldova,1989,25400,0,0,NA,NA,NA,NA
Moldova,1990,23800,0,0,NA,NA,NA,NA
Moldova,1991,23000,0,0,NA,NA,NA,NA
Moldova,1992,21000,0,0,NA,NA,NA,NA
Moldova,1993,15600,0,0,NA,NA,NA,NA
Moldova,1994,12100,0,0,NA,NA,NA,NA
Moldova,1995,11200,0,0,NA,NA,NA,NA
Moldova,1996,11500,0,0,NA,NA,NA,NA
Moldova,1997,7100,0,1,NA,NA,NA,NA
Moldova,1998,6270,0,1,NA,NA,NA,NA
Moldova,1999,4500,0,1,NA,NA,NA,NA
Moldova,2000,3510,0,1,NA,NA,NA,NA
Moldova,2001,3710,0,1,NA,NA,NA,NA
Moldova,2002,3990,0,1,NA,NA,NA,NA
Moldova,2003,4290,0,1,NA,NA,NA,NA
Moldova,2004,4550,0,1,NA,NA,NA,NA
Moldova,2005,4900,0,1,NA,NA,NA,NA
Moldova,2006,4990,0,1,NA,NA,NA,NA
Moldova,2007,4680,0,1,NA,NA,NA,NA
Moldova,2008,4780,0,1,NA,NA,NA,NA
Moldova,2009,4550,0,1,NA,NA,NA,NA
Moldova,2010,4930,0,1,NA,NA,NA,NA
Moldova,2011,5040,0,1,NA,NA,NA,NA
Mongolia,1986,9670,0,0,NA,NA,NA,NA
Mongolia,1987,10600,0,0,Asia,60.222,2015133,2338.008304
Mongolia,1988,11600,0,0,NA,NA,NA,NA
Mongolia,1989,10600,0,0,NA,NA,NA,NA
Mongolia,1990,9990,0,0,NA,NA,NA,NA
Mongolia,1991,12200,0,0,NA,NA,NA,NA
Mongolia,1992,11000,0,0,Asia,61.271,2312802,1785.402016
Mongolia,1993,9280,0,0,NA,NA,NA,NA
Mongolia,1994,7950,0,0,NA,NA,NA,NA
Mongolia,1995,7920,0,0,NA,NA,NA,NA
Mongolia,1996,8040,0,0,NA,NA,NA,NA
Mongolia,1997,7710,0,1,Asia,63.625,2494803,1902.2521
Mongolia,1998,7710,0,1,NA,NA,NA,NA
Mongolia,1999,7550,0,1,NA,NA,NA,NA
Mongolia,2000,7510,0,1,NA,NA,NA,NA
Mongolia,2001,7880,0,1,NA,NA,NA,NA
Mongolia,2002,8290,0,1,Asia,65.033,2674234,2140.739323
Mongolia,2003,8030,0,1,NA,NA,NA,NA
Mongolia,2004,8550,0,1,NA,NA,NA,NA
Mongolia,2005,8560,0,1,NA,NA,NA,NA
Mongolia,2006,9390,0,1,NA,NA,NA,NA
Mongolia,2007,12100,0,1,Asia,66.803,2874127,3095.772271
Mongolia,2008,12000,0,1,NA,NA,NA,NA
Mongolia,2009,13100,0,1,NA,NA,NA,NA
Mongolia,2010,13800,0,1,NA,NA,NA,NA
Mongolia,2011,21500,0,1,NA,NA,NA,NA
Montenegro,1986,NA,0,0,NA,NA,NA,NA
Montenegro,1987,NA,0,0,Europe,74.865,569473,11732.51017
Montenegro,1988,NA,0,0,NA,NA,NA,NA
Montenegro,1989,NA,0,0,NA,NA,NA,NA
Montenegro,1990,NA,0,0,NA,NA,NA,NA
Montenegro,1991,NA,0,0,NA,NA,NA,NA
Montenegro,1992,1920,0,0,Europe,75.435,621621,7003.339037
Montenegro,1993,1670,0,0,NA,NA,NA,NA
Montenegro,1994,1620,0,0,NA,NA,NA,NA
Montenegro,1995,1720,0,0,NA,NA,NA,NA
Montenegro,1996,2010,0,0,NA,NA,NA,NA
Montenegro,1997,2160,0,1,Europe,75.445,692651,6465.613349
Montenegro,1998,2270,0,1,NA,NA,NA,NA
Montenegro,1999,1570,0,1,NA,NA,NA,NA
Montenegro,2000,1740,0,1,NA,NA,NA,NA
Montenegro,2001,1870,0,1,NA,NA,NA,NA
Montenegro,2002,2000,0,1,Europe,73.981,720230,6557.194282
Montenegro,2003,2140,0,1,NA,NA,NA,NA
Montenegro,2004,2340,0,1,NA,NA,NA,NA
Montenegro,2005,2210,0,1,NA,NA,NA,NA
Montenegro,2006,2380,0,1,NA,NA,NA,NA
Montenegro,2007,2250,0,1,Europe,74.543,684736,9253.896111
Montenegro,2008,2750,0,1,NA,NA,NA,NA
Montenegro,2009,1830,0,1,NA,NA,NA,NA
Montenegro,2010,2580,0,1,NA,NA,NA,NA
Montenegro,2011,2570,0,1,NA,NA,NA,NA
Morocco,1986,18900,0,0,NA,NA,NA,NA
Morocco,1987,20100,0,0,Africa,62.677,22987397,2755.046991
Morocco,1988,21200,0,0,NA,NA,NA,NA
Morocco,1989,22900,0,0,NA,NA,NA,NA
Morocco,1990,23500,0,0,NA,NA,NA,NA
Morocco,1991,25000,0,0,NA,NA,NA,NA
Morocco,1992,26000,0,0,Africa,65.393,25798239,2948.047252
Morocco,1993,28200,0,0,NA,NA,NA,NA
Morocco,1994,29600,0,0,NA,NA,NA,NA
Morocco,1995,30400,0,0,NA,NA,NA,NA
Morocco,1996,31200,0,0,NA,NA,NA,NA
Morocco,1997,31900,0,1,Africa,67.66,28529501,2982.101858
Morocco,1998,32000,0,1,NA,NA,NA,NA
Morocco,1999,33200,0,1,NA,NA,NA,NA
Morocco,2000,33900,0,1,NA,NA,NA,NA
Morocco,2001,37700,0,1,NA,NA,NA,NA
Morocco,2002,38300,0,1,Africa,69.615,31167783,3258.495584
Morocco,2003,37600,0,1,NA,NA,NA,NA
Morocco,2004,43300,0,1,NA,NA,NA,NA
Morocco,2005,45800,0,1,NA,NA,NA,NA
Morocco,2006,47400,0,1,NA,NA,NA,NA
Morocco,2007,50300,0,1,Africa,71.164,33757175,3820.17523
